group,condition_group_and_cause,original_codes,icd_10_codes,exclusions,age_min,age_max,treatable,preventable
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y64,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y65,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y66,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y67,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y68,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y69,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y83,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y84,NA,0,74,0,0
Adverse effects of medical and surgical care,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Y70–Y82,Y70–Y82,NA,0,74,0,0
Injuries,Transport Accidents,V01-V99,V01,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V02,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V03,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V04,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V05,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V06,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V07,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V08,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V09,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V10,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V11,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V12,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V13,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V14,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V15,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V16,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V17,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V18,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V19,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V20,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V21,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V22,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V23,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V24,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V25,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V26,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V27,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V28,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V29,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V30,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V31,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V32,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V33,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V34,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V35,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V36,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V37,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V38,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V39,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V40,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V41,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V42,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V43,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V44,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V45,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V46,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V47,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V48,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V49,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V50,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V51,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V52,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V53,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V54,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V55,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V56,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V57,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V58,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V59,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V60,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V61,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V62,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V63,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V64,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V65,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V66,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V67,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V68,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V69,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V70,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V71,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V72,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V73,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V74,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V75,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V76,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V77,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V78,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V79,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V80,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V81,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V82,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V83,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V84,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V85,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V86,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V87,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V88,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V89,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V90,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V91,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V92,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V93,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V94,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V95,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V96,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V97,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V98,NA,0,74,0,1
Injuries,Transport Accidents,V01-V99,V99,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W00,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W01,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W02,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W03,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W04,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W05,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W06,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W07,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W08,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W09,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W10,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W11,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W12,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W13,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W14,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W15,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W16,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W17,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W18,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W19,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W20,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W21,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W22,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W23,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W24,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W25,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W26,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W27,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W28,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W29,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W30,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W31,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W32,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W33,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W34,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W35,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W36,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W37,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W38,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W39,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W40,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W41,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W42,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W43,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W44,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W45,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W46,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W47,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W48,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W49,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W50,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W51,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W52,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W53,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W54,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W55,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W56,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W57,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W58,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W59,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W60,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W61,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W62,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W63,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W64,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W65,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W66,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W67,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W68,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W69,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W70,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W71,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W72,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W73,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W74,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W75,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W76,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W77,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W78,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W79,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W80,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W81,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W82,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W83,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W84,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W85,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W86,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W87,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W88,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W89,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W90,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W91,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W92,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W93,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W94,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W95,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W96,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W97,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W98,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",W99,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X00,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X01,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X02,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X03,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X04,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X05,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X06,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X07,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X08,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X09,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X10,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X11,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X12,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X13,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X14,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X15,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X16,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X17,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X18,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X19,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X20,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X21,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X22,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X23,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X24,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X25,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X26,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X27,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X28,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X29,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X30,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X31,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X32,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X33,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X34,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X35,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X36,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X37,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X38,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X39,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X46,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X47,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X48,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X49,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X50,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X51,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X52,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X53,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X54,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X55,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X56,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X57,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X58,NA,0,74,0,1
Injuries,Accidental Injuries,"W00-X39, X46-X59",X59,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X66,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X67,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X68,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X69,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X70,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X71,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X72,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X73,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X74,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X75,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X76,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X77,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X78,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X79,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X80,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X81,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X82,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X83,NA,0,74,0,1
Injuries,Intentional self-harm,X66-X84,X84,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y16,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y17,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y18,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y19,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y20,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y21,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y22,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y23,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y24,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y25,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y26,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y27,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y28,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y29,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y30,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y31,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y32,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y33,NA,0,74,0,1
Injuries,Event of undetermined intent,Y16-Y34,Y34,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X86,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X87,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X88,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X89,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X90,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X91,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X92,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X93,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X94,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X95,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X96,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X97,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X98,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",X99,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y00,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y01,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y02,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y03,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y04,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y05,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y06,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y07,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y08,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",Y09,NA,0,74,0,1
Injuries,Assault,"X86-Y09, U50.9",U50.9,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",E24.4,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",F10,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",G31.2,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",G62.1,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",G72.1,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",I42.6,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",K29.2,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",K70,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",K85.2,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",K86.0,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",Q86.0,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",R78.0,NA,0,74,0,1
